Dataset,Method,depth,NB_acc,NN_acc,DT_acc,SVC_acc,LR_acc,Extra_acc,Random_acc,NB_weighted_F1,NN_weighted_F1,DT_weighted_F1,SVC_weighted_F1,LR_weighted_F1,Extra_weighted_F1,Random_weighted_F1,NB_weighted_precision,NN_weighted_precision,DT_weighted_precision,SVC_weighted_precision,LR_weighted_precision,Extra_weighted_precision,Random_weighted_precision,NB_weighted_recall,NN_weighted_recall,DT_weighted_recall,SVC_weighted_recall,LR_weighted_recall,Extra_weighted_recall,Random_weighted_recall,Create_time,NB_Train_time,NN_Train_time,DT_Train_time,SVC_Train_time,LR_Train_time,Extra_Train_time,Random_Train_time,NB_Test_time,NN_Test_time,DT_Test_time,SVC_Test_time,LR_Test_time,Extra_Test_time,Random_Test_time,Memory
cities,INK,1,0.6470588235294118,0.7941176470588235,0.7058823529411765,0.7647058823529411,0.7058823529411765,0.7941176470588235,0.7941176470588235,0.640374331550802,0.7805590321234877,0.6919321088119041,0.7535456870495234,0.6801470588235294,0.7875532821824381,0.7805590321234877,0.6382236689142059,0.8096719457013575,0.6996078431372549,0.766797385620915,0.707749766573296,0.7948529411764705,0.8096719457013575,0.6470588235294118,0.7941176470588235,0.7058823529411765,0.7647058823529411,0.7058823529411765,0.7941176470588235,0.7941176470588235,5.615398168563843,0.019653797149658203,0.009665489196777344,0.019949913024902344,1.2746238708496094,1.3343839645385742,0.21658897399902344,0.230849027633667,0.17636728286743164,0.12804627418518066,0.21097707748413086,0.1369767189025879,0.12484526634216309,0.15781807899475098,0.13774323463439941,508743928
cities,INK,2,0.6764705882352942,0.7352941176470589,0.7058823529411765,0.7941176470588235,0.7941176470588235,0.7647058823529411,0.7647058823529411,0.6737619699042408,0.7369679579148732,0.7090336134453783,0.792393980848153,0.7805590321234877,0.7535456870495234,0.7535456870495234,0.6722370766488415,0.7399159663865547,0.7170278637770897,0.7921122994652406,0.8096719457013575,0.766797385620915,0.766797385620915,0.6764705882352942,0.7352941176470589,0.7058823529411765,0.7941176470588235,0.7941176470588235,0.7647058823529411,0.7647058823529411,27.605560064315796,0.06494998931884766,0.02958202362060547,0.06616401672363281,2.353482961654663,5.0454652309417725,0.34850645065307617,0.3463876247406006,0.5785508155822754,0.43369412422180176,0.5752792358398438,0.47512340545654297,0.5657508373260498,0.4415721893310547,0.44325733184814453,2814856800
cities,INK,3,0.7941176470588235,0.8529411764705882,0.6470588235294118,0.8529411764705882,0.7647058823529411,0.7647058823529411,0.7647058823529411,0.7968100928252732,0.8482523444160274,0.640374331550802,0.8482523444160274,0.7535456870495234,0.7602495543672015,0.7602495543672015,0.8339460784313725,0.8588235294117648,0.6382236689142059,0.8588235294117648,0.766797385620915,0.7614508253894444,0.7614508253894444,0.7941176470588235,0.8529411764705882,0.6470588235294118,0.8529411764705882,0.7647058823529411,0.7647058823529411,0.7647058823529411,169.06372809410095,0.2906982898712158,0.12233090400695801,0.24141240119934082,5.996767282485962,13.486740589141846,0.6275339126586914,0.6787095069885254,2.282083749771118,2.354369640350342,1.655897617340088,2.409428119659424,1.6723377704620361,2.1486992835998535,2.134364604949951,18429699024
cities,INK,4,0.7941176470588235,0.8235294117647058,0.7352941176470589,0.8529411764705882,0.8235294117647058,0.8529411764705882,0.8529411764705882,0.7968481822437198,0.8201871657754012,0.7268542199488489,0.8482523444160274,0.8235294117647058,0.8517099863201094,0.8517099863201094,0.8118872549019607,0.8230644036270636,0.7308823529411765,0.8588235294117648,0.8235294117647058,0.8520499108734403,0.8520499108734403,0.7941176470588235,0.8235294117647058,0.7352941176470589,0.8529411764705882,0.8235294117647058,0.8529411764705882,0.8529411764705882,1253.0699412822723,1.324472188949585,0.5554070472717285,1.2351131439208984,24.99058961868286,65.84043383598328,2.8328516483306885,2.899648666381836,10.768247604370117,11.418877840042114,8.054752588272095,11.935305118560791,7.934291124343872,10.463768720626831,7.8901777267456055,3871179656
albums,INK,1,0.5458333333333333,0.5479166666666667,0.5875,0.5354166666666667,0.5,0.5458333333333333,0.5520833333333334,0.5456361267911419,0.5478990064716069,0.5871487897690744,0.5345257198022256,0.49992186279106116,0.5458254483584783,0.5519880530147471,0.5459130434782609,0.5479241548158567,0.5877987596683157,0.5356899175982784,0.5,0.5458365164247517,0.5521276780594602,0.5458333333333333,0.5479166666666667,0.5875,0.5354166666666667,0.5,0.5458333333333333,0.5520833333333334,79.49128770828247,1.2859299182891846,0.3310112953186035,1.3068883419036865,74.50919127464294,94.80289602279663,2.0036237239837646,1.5378913879394531,10.8478102684021,0.791473388671875,0.48644018173217773,6.612922668457031,0.6857335567474365,0.5547745227813721,0.6452841758728027,10065383304
albums,INK,2,0.59375,0.61875,0.5854166666666667,0.6875,0.6645833333333333,0.6833333333333333,0.6791666666666667,0.5937482367544998,0.6187483452619152,0.5853284769764403,0.6874131703250903,0.6641620783013416,0.6828873937307672,0.6788935031537245,0.5937516276324241,0.6187520616677372,0.5854893920175148,0.6877085650723025,0.665413271448762,0.6843704169285564,0.6797784126541705,0.59375,0.61875,0.5854166666666667,0.6875,0.6645833333333333,0.6833333333333333,0.6791666666666667,379.92750692367554,7.489981651306152,1.7996721267700195,8.32742714881897,394.11254024505615,419.4655966758728,4.507081508636475,3.1454994678497314,59.49294567108154,3.169933557510376,3.234339952468872,33.938326835632324,3.3762712478637695,2.644151210784912,3.12145733833313,61411711536
albums,INK,3,0.6166666666666667,0.60625,0.6541666666666667,0.7020833333333333,0.7229166666666667,0.7020833333333333,0.6791666666666667,0.6165002171081198,0.6058651026392962,0.6539503856577028,0.7019785601708933,0.7229154640428128,0.7017091751372163,0.6786086956521739,0.6168695652173912,0.6066666666666667,0.6545530492898914,0.7023679132112868,0.7229205368148752,0.7031023712725305,0.6804195804195804,0.6166666666666667,0.60625,0.6541666666666667,0.7020833333333333,0.7229166666666667,0.7020833333333333,0.6791666666666667,2179.2272884845734,48.03292489051819,9.951604843139648,45.96988844871521,2278.6125452518463,1922.2116763591766,10.60921049118042,8.115753650665283,344.53829860687256,18.65251660346985,19.247196197509766,190.54909658432007,20.33520245552063,15.23737120628357,18.615576028823853,72284650032
movies,INK,1,0.6225,0.5975,0.6525,0.66,0.7125,0.6275,0.64,0.6197538970240908,0.5975025156407228,0.6522848216463701,0.6598299319727892,0.7123220192722567,0.6274930155813474,0.6398198874296435,0.6256136082792709,0.5975125,0.6527312030075189,0.6604859841178388,0.7132236842105263,0.6275566306630663,0.6401523084245596,0.6225,0.5975,0.6525,0.66,0.7125,0.6275,0.64,108.43310165405273,2.0871200561523438,0.48885464668273926,2.101274013519287,141.84899139404297,134.30680680274963,2.954096555709839,2.2919700145721436,12.192843198776245,0.5793066024780273,0.6163575649261475,6.3917131423950195,0.6275515556335449,0.5474731922149658,0.5085287094116211,14251268176
movies,INK,2,0.6625,0.6825,0.7175,0.7325,0.7675,0.73,0.7375,0.6505303643724696,0.6824940465401178,0.7171553390769,0.7325016718854493,0.767478199718706,0.7298649459783914,0.7373966089614945,0.6868692793419071,0.6824966246624662,0.7188359210129636,0.7325125,0.7675427671068428,0.7306438037024975,0.7380408653846154,0.6625,0.6825,0.7175,0.7325,0.7675,0.73,0.7375,632.9480073451996,14.913206100463867,3.430143356323242,13.978836059570312,1029.8956065177917,618.1119372844696,7.8323750495910645,6.025222301483154,85.39817667007446,4.949984550476074,3.5973732471466064,48.19202280044556,3.6803131103515625,4.390798807144165,4.420541763305664,20338972408
movies,INK,3,0.6825,0.725,0.72,0.7875,0.79,0.785,0.79,0.6746800635771096,0.7248624449779913,0.7199159810957465,0.7874960156000975,0.7899369858218099,0.785,0.7899369858218099,0.7007463491536674,0.7256325308750219,0.720408500413006,0.7875806330633063,0.7905066206102476,0.785,0.7905066206102476,0.6825,0.725,0.72,0.7875,0.79,0.785,0.79,2114.1902062892914,43.69823384284973,10.9650239944458,45.7995171546936,3328.7714681625366,1364.7342352867126,15.173258543014526,12.047564506530762,272.6890776157379,17.18917441368103,11.496974468231201,154.504469871521,13.006280422210693,14.763543128967285,14.379957675933838,553984668344
cities,INK,1,0.6470588235294118,0.7941176470588235,0.7941176470588235,0.7647058823529411,0.7058823529411765,0.8235294117647058,0.7941176470588235,0.640374331550802,0.7805590321234877,0.7875532821824381,0.7535456870495234,0.6801470588235294,0.8151592652871426,0.7805590321234877,0.6382236689142059,0.8096719457013575,0.7948529411764705,0.766797385620915,0.707749766573296,0.8339869281045751,0.8096719457013575,0.6470588235294118,0.7941176470588235,0.7941176470588235,0.7647058823529411,0.7058823529411765,0.8235294117647058,0.7941176470588235,5.617871046066284,0.025486230850219727,0.010494232177734375,0.02473616600036621,1.315270185470581,1.4661552906036377,0.22129273414611816,0.24379944801330566,0.18378186225891113,0.14018797874450684,0.2348339557647705,0.13928937911987305,0.12660980224609375,0.1410996913909912,0.1409592628479004,508743928
